tem,Month,Year,rain
28.4789,7,1958,401.132
27.9477,8,1958,476.307
28.3228,9,1958,268.075
27.4873,10,1958,166.99
23.6633,11,1958,6.81405
20.1148,12,1958,2.76849
18.5213,1,1959,25.2933
19.8572,2,1959,20.4774
24.6577,3,1959,83.1661
28.165,4,1959,122.485
28.2968,5,1959,359.432
28.168,6,1959,465.967
28.0668,7,1959,443.91
27.9072,8,1959,553.256
27.3399,9,1959,388.106
26.1549,10,1959,402.994
22.3988,11,1959,0.19915
19.419,12,1959,4.4506
18.0893,1,1960,0.03981
22.1152,2,1960,0.97754
23.957,3,1960,47.3186
29.2185,4,1960,27.0602
29.2217,5,1960,250.843
28.6191,6,1960,360.87
27.5236,7,1960,669.317
28.4533,8,1960,347.803
27.8695,9,1960,389.229
26.882,10,1960,134.597
22.4092,11,1960,29.934
19.7958,12,1960,0.58055
19.0652,1,1961,6.16273
19.0658,2,1961,22.7065
26.0556,3,1961,22.3121
28.555,4,1961,87.3954
28.4711,5,1961,192.679
27.9452,6,1961,972.536
28.0834,7,1961,294.587
28.2561,8,1961,510.77
27.8613,9,1961,208.662
26.8185,10,1961,169.7
22.0269,11,1961,5.16209
17.5351,12,1961,0.60981
17.0844,1,1962,8.66949
20.6306,2,1962,22.2978
25.1073,3,1962,6.04963
28.0974,4,1962,95.3012
27.9313,5,1962,319.335
27.9382,6,1962,399.432
28.6468,7,1962,509.042
27.8838,8,1962,401.382
28.3854,9,1962,207.679
26.4392,10,1962,170.023
22.4533,11,1962,0.1717
19.1662,12,1962,0.7377
17.7822,1,1963,0.58449
21.9651,2,1963,0.9191
24.9482,3,1963,33.631
26.9333,4,1963,117.506
27.1739,5,1963,272.534
27.9536,6,1963,459.493
28.0948,7,1963,572.234
28.296,8,1963,299.125
28.4266,9,1963,266.525
26.5765,10,1963,238.534
22.9553,11,1963,13.3191
19.7094,12,1963,0.78731
17.9709,1,1964,5.94211
21.1238,2,1964,19.8919
26.2558,3,1964,24.7424
27.2635,4,1964,213.125
27.8866,5,1964,238.66
28.2793,6,1964,502.621
27.3133,7,1964,569.584
28.2281,8,1964,326.531
28.1808,9,1964,270.624
27.1473,10,1964,316.161
23.5157,11,1964,29.8628
19.7899,12,1964,0.15303
18.6764,1,1965,0.27337
20.4685,2,1965,37.1055
23.8589,3,1965,37.4934
27.4561,4,1965,52.9001
28.676,5,1965,192.222
28.0528,6,1965,448.92
27.5588,7,1965,602.78
27.1909,8,1965,556.13
27.7401,9,1965,286.953
26.5774,10,1965,102.255
23.1994,11,1965,33.2288
19.7873,12,1965,14.7019
18.4824,1,1966,15.4377
22.1565,2,1966,0.87698
25.1246,3,1966,22.8879
28.5128,4,1966,53.478
29.1766,5,1966,183.664
27.728,6,1966,423.554
28.2117,7,1966,429.89
27.9247,8,1966,456.18
27.6962,9,1966,318.377
25.7202,10,1966,175.73
23.7204,11,1966,23.6765
19.1252,12,1966,29.1764
18.6105,1,1967,24.1993
21.2856,2,1967,3.72153
23.8405,3,1967,95.0896
26.5681,4,1967,145.831
28.1967,5,1967,197.062
28.1625,6,1967,318.576
28.075,7,1967,511.037
27.9847,8,1967,377.757
27.4322,9,1967,363.87
26.1048,10,1967,132.535
21.6477,11,1967,2.10312
19.6023,12,1967,0.45729
17.9779,1,1968,8.01219
19.643,2,1968,7.75839
24.9615,3,1968,53.2339
27.1675,4,1968,107.727
28.0834,5,1968,267.954
26.9702,6,1968,800.141
27.7856,7,1968,511.001
28.0264,8,1968,415.247
28.4405,9,1968,199.112
26.4382,10,1968,128.784
23.1298,11,1968,23.7808
19.5489,12,1968,1.31776
17.8455,1,1969,3.66924
21.0472,2,1969,0.74622
25.8095,3,1969,90.9436
27.8697,4,1969,157.083
28.6643,5,1969,125.659
28.1842,6,1969,416.228
28.131,7,1969,543.448
27.3112,8,1969,539.158
28.0775,9,1969,324.491
26.4501,10,1969,66.7082
23.2061,11,1969,25.0749
19.5562,12,1969,0.59785
17.8687,1,1970,16.7087
20.8429,2,1970,16.3557
25.1381,3,1970,30.2124
28.1814,4,1970,88.686
28.8184,5,1970,153.278
28.1102,6,1970,636.673
27.7758,7,1970,550.896
28.0489,8,1970,421.068
27.7837,9,1970,404.488
26.3453,10,1970,296.902
22.8516,11,1970,55.8865
19.17,12,1970,0.05075
18.1881,1,1971,11.8691
19.7759,2,1971,6.31247
24.4476,3,1971,8.55389
26.2185,4,1971,69.8946
27.4486,5,1971,147.566
27.438,6,1971,363.691
27.1886,7,1971,517.82
26.9405,8,1971,478.907
27.8165,9,1971,279.091
26.6511,10,1971,160.661
22.2256,11,1971,71.9736
19.3208,12,1971,0.2358
18.7213,1,1972,1.34663
18.6849,2,1972,26.5107
25.0857,3,1972,25.2717
27.1956,4,1972,104.872
29.0864,5,1972,155.076
28.2846,6,1972,317.996
28.3326,7,1972,375.331
27.4792,8,1972,424.779
28.1104,9,1972,199.335
26.6273,10,1972,87.8432
23.1532,11,1972,2.57908
19.4455,12,1972,0.02066
18.8691,1,1973,4.79803
21.9105,2,1973,31.0566
24.1362,3,1973,46.4803
28.5821,4,1973,111.753
27.042,5,1973,492.833
27.8315,6,1973,478.214
28.2071,7,1973,430.427
27.9847,8,1973,287.732
27.6703,9,1973,384.063
26.7585,10,1973,174.955
22.9698,11,1973,96.3741
19.0137,12,1973,44.2418
17.631,1,1974,5.48967
20.1513,2,1974,0.04505
24.6152,3,1974,118.325
27.2181,4,1974,148.729
27.6897,5,1974,333.845
27.8498,6,1974,382.049
27.0471,7,1974,780.355
27.9089,8,1974,375.054
27.4488,9,1974,334.658
27.6097,10,1974,219.244
24.1236,11,1974,20.3715
18.2645,12,1974,0.7203
18.0454,1,1975,2.66038
20.7283,2,1975,12.4828
25.4553,3,1975,12.8183
28.2002,4,1975,94.5976
28.0144,5,1975,251.874
28.3837,6,1975,338.62
27.1209,7,1975,682.34
27.9833,8,1975,279.506
27.5182,9,1975,343.686
27.4014,10,1975,195.543
22.4417,11,1975,51.6203
18.307,12,1975,0.85572
18.3264,1,1976,1.18694
21.1868,2,1976,17.157
25.5237,3,1976,31.1362
27.7962,4,1976,81.9646
27.4224,5,1976,284.795
27.5163,6,1976,652.306
27.8497,7,1976,473.475
27.3903,8,1976,435.298
27.8908,9,1976,215.449
26.592,10,1976,98.277
24.3715,11,1976,41.4419
19.1128,12,1976,2.1749
17.9541,1,1977,3.89109
20.3662,2,1977,33.824
26.3199,3,1977,25.9827
26.1722,4,1977,304.988
26.4029,5,1977,329.388
27.1542,6,1977,490.912
27.9848,7,1977,514.169
28.1256,8,1977,287.439
28.3048,9,1977,184.801
26.0245,10,1977,149.403
23.717,11,1977,35.8673
19.1805,12,1977,19.7034
16.8006,1,1978,0.6893
20.2042,2,1978,7.28948
24.0473,3,1978,25.2145
27.0655,4,1978,137.157
27.3758,5,1978,363.313
27.4932,6,1978,488.343
27.9215,7,1978,425.095
28.6085,8,1978,359.019
27.6907,9,1978,372.462
27.517,10,1978,107.964
24.0292,11,1978,8.64631
19.7649,12,1978,0.58537
19.1725,1,1979,11.8392
20.0549,2,1979,15.3143
24.9246,3,1979,20.5132
28.2364,4,1979,80.0346
29.526,5,1979,116.378
28.8,6,1979,425.375
28.2819,7,1979,526.512
28.2275,8,1979,536.167
28.0401,9,1979,417.903
26.9451,10,1979,113.73
25.1142,11,1979,25.5128
20.0687,12,1979,40.2626
18.2739,1,1980,3.3678
20.6525,2,1980,42.1885
25.0401,3,1980,60.7095
28.7934,4,1980,74.1954
27.1723,5,1980,347.529
28.2177,6,1980,340.656
28.1036,7,1980,516.119
28.1573,8,1980,395.61
28.396,9,1980,246.292
26.4103,10,1980,185.85
23.3395,11,1980,1.61647
20.3604,12,1980,0.85529
18.3163,1,1981,23.5086
20.644,2,1981,27.508
24.1726,3,1981,86.7601
25.7174,4,1981,378.903
27.1297,5,1981,326.596
28.551,6,1981,405.931
27.6783,7,1981,679.557
28.462,8,1981,376.863
27.9154,9,1981,264.709
27.2273,10,1981,22.197
23.4404,11,1981,1.09602
19.0389,12,1981,44.4069
18.9885,1,1982,0.37417
20.5124,2,1982,21.1194
23.7499,3,1982,39.1975
26.815,4,1982,179.316
28.9711,5,1982,166.775
27.9965,6,1982,413.265
28.5086,7,1982,420.955
27.9058,8,1982,544.534
28.1703,9,1982,284.621
27.0648,10,1982,39.4172
22.5962,11,1982,38.9091
18.8501,12,1982,3.49806
18.0039,1,1983,11.3977
19.7179,2,1983,36.6821
24.6127,3,1983,104.064
26.9736,4,1983,191.055
27.4698,5,1983,377.107
28.7935,6,1983,396.943
28.5904,7,1983,434.307
28.1526,8,1983,484.295
28.1086,9,1983,305.01
27.015,10,1983,280.982
23.8313,11,1983,19.5985
18.8622,12,1983,32.1243
17.7947,1,1984,15.9246
19.9473,2,1984,4.05208
25.536,3,1984,9.63009
28.2474,4,1984,172.021
27.654,5,1984,507.684
27.886,6,1984,565.81
27.7393,7,1984,715.063
28.1933,8,1984,427.289
27.4938,9,1984,381.452
27.5528,10,1984,129.73
23.0039,11,1984,4.52029
19.6511,12,1984,6.63063
18.8171,1,1985,7.44035
20.6197,2,1985,10.7857
26.2622,3,1985,95.98
28.3044,4,1985,119.024
27.6409,5,1985,325.358
28.2298,6,1985,498.385
27.3083,7,1985,409.884
28.3917,8,1985,359.347
27.8588,9,1985,325.074
27.0872,10,1985,97.375
23.0949,11,1985,26.3739
20.4398,12,1985,5.6936
18.8875,1,1986,5.97641
21.0747,2,1986,2.43015
25.6098,3,1986,17.3861
27.0516,4,1986,179.735
27.6381,5,1986,210.662
28.897,6,1986,296.929
27.8074,7,1986,571.737
28.4925,8,1986,304.698
27.3405,9,1986,460.341
26.1029,10,1986,252.867
23.6914,11,1986,135.81
20.0478,12,1986,6.83946
18.9032,1,1987,3.04431
21.7238,2,1987,9.38784
24.8017,3,1987,57.131
27.4476,4,1987,210.204
28.508,5,1987,137.362
29.253,6,1987,521.268
28.0107,7,1987,589.099
28.1384,8,1987,634.122
28.2602,9,1987,357.247
27.3458,10,1987,119.269
24.2419,11,1987,29.0261
20.36,12,1987,15.8961
19.2634,1,1988,0.87756
21.7809,2,1988,31.1986
25.117,3,1988,70.323
28.2212,4,1988,205.354
27.9454,5,1988,418.672
28.0714,6,1988,517.33
28.1468,7,1988,546.468
28.1171,8,1988,479.413
28.5791,9,1988,281.161
27.4519,10,1988,164.222
24.2705,11,1988,91.5198
21.0501,12,1988,12.0457
17.5061,1,1989,2.88141
20.8075,2,1989,18.6473
25.0341,3,1989,15.3381
28.4778,4,1989,93.4202
29.0168,5,1989,287.091
28.2459,6,1989,370.973
28.1345,7,1989,480.33
28.5109,8,1989,176.275
28.1385,9,1989,333.963
27.0998,10,1989,270.976
23.3839,11,1989,3.81756
19.0009,12,1989,4.31961
19.473,1,1990,1.02665
21.1088,2,1990,45.7316
23.7713,3,1990,104.692
26.5503,4,1990,222.121
28.0107,5,1990,278.321
28.5531,6,1990,521.461
27.9207,7,1990,522.194
28.5019,8,1990,358.344
28.2556,9,1990,294.101
26.2772,10,1990,225.056
24.5595,11,1990,57.4948
20.1132,12,1990,15.7285
17.4518,1,1991,15.5629
21.7874,2,1991,28.323
25.9068,3,1991,41.9833
27.3361,4,1991,195.31
27.5258,5,1991,355.596
27.6036,6,1991,411.503
28.1626,7,1991,412.073
28.0767,8,1991,404.229
27.4425,9,1991,514.93
26.5558,10,1991,263.402
22.5562,11,1991,21.6794
18.5561,12,1991,28.904
17.4191,1,1992,6.15095
19.3065,2,1992,50.8807
25.1958,3,1992,9.63505
28.3228,4,1992,38.8075
27.3386,5,1992,207.565
28.3549,6,1992,273.337
27.6078,7,1992,462.745
28.0492,8,1992,318.474
27.7278,9,1992,272.882
26.5026,10,1992,135.043
23.0168,11,1992,6.02325
18.2444,12,1992,2.99477
18.1609,1,1993,9.06548
21.0757,2,1993,47.1214
23.4808,3,1993,87.7526
26.4466,4,1993,135.085
27.0991,5,1993,404.466
27.6713,6,1993,519.834
27.8916,7,1993,484.528
27.867,8,1993,458.954
27.4283,9,1993,356.76
26.6738,10,1993,143.515
23.2391,11,1993,18.7967
19.9446,12,1993,0.01082
18.7418,1,1994,13.981
19.7401,2,1994,27.5964
25.03,3,1994,89.831
27.1263,4,1994,164.774
28.5911,5,1994,204.148
28.0515,6,1994,373.326
28.3919,7,1994,317.352
28.3,8,1994,361.903
28.3021,9,1994,166.025
26.7137,10,1994,91.0517
23.1254,11,1994,9.18975
19.0129,12,1994,0.14889
17.7492,1,1995,9.51787
20.8723,2,1995,29.6508
25.2876,3,1995,21.9067
28.5657,4,1995,53.7673
29.2967,5,1995,212.226
28.8511,6,1995,410.046
27.984,7,1995,585.233
28.1941,8,1995,494.813
27.9357,9,1995,371.108
27.2994,10,1995,79.6197
23.7156,11,1995,140.99
19.1235,12,1995,1.21624
18.5789,1,1996,7.05748
20.6901,2,1996,22.9102
26.0952,3,1996,52.8844
27.8947,4,1996,166.541
28.6148,5,1996,232.497
28.0299,6,1996,397.807
28.1341,7,1996,436.68
27.7894,8,1996,386.234
28.2475,9,1996,258.422
26.6539,10,1996,263.608
23.5364,11,1996,6.52539
19.4872,12,1996,0.41104
17.9503,1,1997,9.95175
19.7434,2,1997,21.4791
25.302,3,1997,69.1094
25.8287,4,1997,148.762
28.2268,5,1997,205.94
28.2152,6,1997,438.014
28.0691,7,1997,525.725
28.2508,8,1997,381.913
27.6086,9,1997,398.26
26.2579,10,1997,45.9865
23.9015,11,1997,11.493
18.8273,12,1997,31.8516
17.7704,1,1998,19.5979
21.3817,2,1998,33.4868
23.833,3,1998,104.975
27.4558,4,1998,191.096
28.848,5,1998,228.972
29.2008,6,1998,368.339
28.1453,7,1998,651.001
28.2394,8,1998,468.56
28.6324,9,1998,274.832
28.6631,10,1998,174.975
24.228,11,1998,102.414
19.9801,12,1998,0.02981
18.9055,1,1999,0.3407
22.7454,2,1999,0.10675
26.2573,3,1999,5.22216
29.5091,4,1999,50.6288
27.9702,5,1999,322.274
28.5738,6,1999,338.123
27.9209,7,1999,800.869
27.8719,8,1999,453.255
27.7741,9,1999,340.816
27.2434,10,1999,272.28
23.7157,11,1999,12.5447
20.4159,12,1999,5.91518
17.8553,1,2000,20.0385
19.8796,2,2000,26.8679
24.1766,3,2000,76.7595
26.9379,4,2000,202.779
27.5459,5,2000,439.359
28.1653,6,2000,366.512
28.2621,7,2000,356.645
28.1104,8,2000,429.486
27.5094,9,2000,320.606
27.0526,10,2000,181.583
23.7323,11,2000,5.0709
19.4021,12,2000,0.21109
19.1684,1,2001,1.05632
22.1418,2,2001,8.84245
25.2322,3,2001,31.1425
28.0317,4,2001,113.584
28.0056,5,2001,385.625
27.9112,6,2001,437.875
28.1778,7,2001,355.399
28.4513,8,2001,394.333
28.6358,9,2001,247.686
27.4927,10,2001,250.576
24.3786,11,2001,21.9283
20.0203,12,2001,0.00843
18.7662,1,2002,16.0598
21.7798,2,2002,1.62475
25.6658,3,2002,54.9691
27.3997,4,2002,203.641
27.9866,5,2002,164.443
28.2914,6,2002,622.822
27.8864,7,2002,615.753
27.9693,8,2002,380.547
28.0888,9,2002,258.746
26.9426,10,2002,84.9505
24.0238,11,2002,127.723
20.2395,12,2002,0.62698
17.9398,1,2003,4.05949
20.9849,2,2003,13.9698
24.4467,3,2003,46.4431
28.153,4,2003,103.609
28.1068,5,2003,229.51
28.1032,6,2003,470.844
28.2792,7,2003,747.537
28.8776,8,2003,199.356
28.7275,9,2003,227.284
27.7419,10,2003,270.92
23.9283,11,2003,34.4858
19.2162,12,2003,25.0712
18.2838,1,2004,3.8527
20.9799,2,2004,3.20108
26.7782,3,2004,36.3113
27.3832,4,2004,226.008
29.1106,5,2004,202.54
28.3582,6,2004,539.037
27.6765,7,2004,319.079
28.5187,8,2004,244.488
28.2945,9,2004,247.653
26.3711,10,2004,345.506
23.2019,11,2004,6.17463
20.5304,12,2004,6.5125
18.7742,1,2005,13.6412
22.0334,2,2005,6.00206
25.8596,3,2005,73.5596
27.9591,4,2005,146.875
28.0449,5,2005,257.578
29.1435,6,2005,263.16
28.2297,7,2005,409.154
28.597,8,2005,220.255
28.3883,9,2005,282.964
26.9262,10,2005,236.316
23.3981,11,2005,5.77824
20.1779,12,2005,2.564
19.4921,1,2006,0.00249
23.6292,2,2006,6.08321
26.212,3,2006,7.92641
27.6793,4,2006,341.871
28.4904,5,2006,199.635
28.458,6,2006,274.958
28.6736,7,2006,428.041
28.6002,8,2006,320.256
28.5336,9,2006,361.797
27.4515,10,2006,112.708
23.9783,11,2006,24.2999
20.7727,12,2006,2.98989
19.093,1,2007,1.04976
20.5513,2,2007,46.5265
25.1484,3,2007,15.9467
28.0036,4,2007,312.651
28.793,5,2007,180.555
28.5409,6,2007,481.578
28.1274,7,2007,496.747
28.8106,8,2007,898.072
28.3902,9,2007,396.955
27.8778,10,2007,229.974
24.1285,11,2007,39.532
20.1536,12,2007,0.10678
19.1005,1,2008,22.6256
19.783,2,2008,12.5362
25.6679,3,2008,38.8424
28.4216,4,2008,101.169
28.5943,5,2008,206.353
27.8427,6,2008,477.063
28.0989,7,2008,588.575
28.1792,8,2008,311.883
28.5522,9,2008,235.861
27.0175,10,2008,160.93
23.7862,11,2008,6.53971
21.0141,12,2008,2.27446
20.3262,1,2009,0.65574
22.7193,2,2009,16.0921
25.9696,3,2009,26.2234
29.1815,4,2009,199.444
28.5577,5,2009,209.835
29.1754,6,2009,224.577
28.8393,7,2009,558.314
28.5917,8,2009,317.717
28.964,9,2009,298.646
27.6979,10,2009,171.9
24.4304,11,2009,49.8057
20.2116,12,2009,3.71126
18.6795,1,2010,0.02014
21.7631,2,2010,4.31731
27.0261,3,2010,98.9955
29.1543,4,2010,283.174
28.8466,5,2010,274.778
28.723,6,2010,451.158
28.7615,7,2010,358.158
28.9236,8,2010,293.918
28.6092,9,2010,349.922
27.9208,10,2010,207.224
25.1333,11,2010,8.98786
19.8122,12,2010,17.4939
18.0523,1,2011,4.69858
21.2404,2,2011,20.0933
25.5009,3,2011,23.1504
27.67,4,2011,89.8199
28.2986,5,2011,258.967
28.5389,6,2011,626.279
28.2877,7,2011,414.579
28.0651,8,2011,1012.02
28.4788,9,2011,275.258
27.474,10,2011,52.3823
23.5306,11,2011,19.8951
20.4366,12,2011,0.95423
16.8493,1,2012,17.7638
20.0185,2,2012,2.89884
25.6603,3,2012,49.1879
26.6947,4,2012,204.675
28.7705,5,2012,237.962
28.5034,6,2012,283.547
28.0643,7,2012,494.22
28.4723,8,2012,388.252
27.879,9,2012,245.315
26.1542,10,2012,166.98
23.0322,11,2012,21.3492
19.6466,12,2012,16.9888
17.7546,1,2013,1.14107
20.6546,2,2013,11.6018
25.3696,3,2013,9.01275
27.366,4,2013,115.73
27.2544,5,2013,307.156
28.894,6,2013,357.403
28.3869,7,2013,473.361
27.8884,8,2013,395.807
28.0005,9,2013,234.519
26.4168,10,2013,254.758
22.1847,11,2013,0.00089
18.5529,12,2013,0.57815
17.1088,1,2014,0.1202
19.2051,2,2014,32.3783
24.4777,3,2014,11.8894
28.5882,4,2014,53.5327
28.7169,5,2014,179.551
28.2088,6,2014,372.435
28.5261,7,2014,403.483
27.9512,8,2014,481.268
27.9355,9,2014,330.746
26.6371,10,2014,57.4383
22.6934,11,2014,0.22844
18.3739,12,2014,0.30376
17.8343,1,2015,8.75886
20.3632,2,2015,24.1695
24.6581,3,2015,21.2529
26.3966,4,2015,198.791
28.3603,5,2015,167.221
28.2169,6,2015,450.405
27.8557,7,2015,715.223
28.0642,8,2015,512.127
28.123,9,2015,353.869
26.8624,10,2015,81.5994
0,11,2015,4.60815
18.7124,12,2015,5.97798
